,master_metadata_track_name,master_metadata_album_album_name,spotify_track_uri,master_metadata_album_artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
5543,Die Straße ein Teil,Die Straße ein Teil,spotify:track:1mBOHsHxrCYuxkTBfEQQd0,Luciano,0.21,0.799,181267,0.903,0.0,9,0.398,-4.869,0,0.36,140.117,4,0.617
5544,,,spotify:track:1mEboo42f3Pt5BSPCtogYr,,0.031,0.745,242207,0.772,6.29e-05,3,0.137,-6.211,0,0.116,120.082,4,0.321
5545,Attackieren,Palmen aus Plastik,"spotify:track:1mEboo42f3Pt5BSPCtogYr,spotify:track:4vidl9jrBv4D775C10Bfro",Bonez MC,,,,,,,,,,,,,
5546,Leaving on a Jet Plane,Piano Memories,spotify:track:1mFJg2kEbgD7ndUICVaZP5,Chemayne,0.946,0.34,171501,0.171,0.875,7,0.111,-21.337,1,0.042,122.497,4,0.348
5547,,,spotify:track:1mFyfphkJZh8njixmeRAxF,,0.964,0.187,146182,0.103,0.935,0,0.199,-28.249,1,0.056,68.955,4,0.0224
5548,Heaven & Earth,"Classics, Vol. 2",spotify:track:1mGns9Qm7GxSjrk5tg7EsI,Thomas Bergersen,0.529,0.187,137625,0.54,0.867,2,0.0896,-11.349,0,0.116,74.629,4,0.188
5549,Duvet,Duvet,spotify:track:1mJ7C0gZp95ZPqYrnYnliU,Niklas Paschburg,0.959,0.322,204845,0.16,0.941,6,0.0911,-22.779,1,0.0391,71.928,4,0.16
5550,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,spotify:track:1mKXFLRA179hdOWQBwUk9e,P!nk,0.344,0.778,242733,0.547,0.000306,2,0.132,-7.273,1,0.0489,95.0,4,0.442
5551,I Really Like You,Emotion,spotify:track:1mKXfxIOA7eQQJ844OFm7L,Carly Rae Jepsen,0.00543,0.622,204773,0.808,5.63e-05,5,0.215,-4.701,1,0.0418,122.121,4,0.599
5552,feelings (interlude one),escape,spotify:track:1mLAMTz4IygcjaSjFJMbxc,97SPECIAL,0.522,0.543,48080,0.41,0.877,11,0.306,-15.797,0,0.0361,79.918,4,0.521
5553,Zwei Welten,Zwei Welten,spotify:track:1mLzKPFbzRaatd8eAixaoB,Wise Guys,0.212,0.649,264053,0.689,0.0,2,0.131,-7.975,0,0.0335,76.999,4,0.79
5554,Drifting,Drifting,spotify:track:1mPjpQZdd5H4wvb4ZQ98Fm,Dontcry,0.591,0.58,147418,0.27,0.877,11,0.0892,-14.366,0,0.0328,79.005,4,0.0675
5555,Right Now,Right Now,spotify:track:1mQaehT2IA8PAb6drI1RNB,Fire From The Gods,0.00112,0.494,225026,0.916,4.43e-06,1,0.0996,-4.734,0,0.233,89.468,4,0.433
5556,Teil 1 Kapitel 4.2,9 Tage wach,spotify:track:1mR6wikYNfdYXp5tnDbBjv,Eric Stehfest,0.603,0.7,135738,0.358,3.72e-06,9,0.193,-18.29,1,0.941,133.928,3,0.489
5557,"3 Nocturnes, Op. 15: III. Lento",Chopin: Complete Nocturnes,spotify:track:1mSMnDSejdY7CRLP6raxOM,Frédéric Chopin,0.995,0.369,309667,0.00346,0.912,2,0.0739,-32.231,0,0.056,70.677,4,0.0854
5558,Suite for 2 Guitars: IV. Minuetto,Classical Guitar Works,spotify:track:1mTuoHSI2FU4yKOle2fi3H,Duo Paolini,0.994,0.446,175827,0.062,0.932,9,0.104,-23.883,1,0.0535,140.546,3,0.831
5559,,,spotify:track:1mU5tbLwcCYs64FhTTEQ4U,,0.763,0.621,168608,0.349,0.921,10,0.127,-11.26,0,0.108,78.908,4,0.378
5560,Sandalwood,Meditations on Silence,"spotify:track:1mU5tbLwcCYs64FhTTEQ4U,spotify:track:0Dah2FZXt6s8W3Y7tCzBFw,spotify:track:6KykddnA5NxNkaip0LEpgG",J. Roosevelt,,,,,,,,,,,,,
5561,Space Lost,Space X Focus,spotify:track:1mWNXxOlsZOGyjScFVnv8H,Asmr,0.981,0.0807,51000,0.231,0.936,0,0.148,-15.982,1,0.0491,177.603,5,0.0295
5562,,,spotify:track:1mXuMM6zjPgjL4asbBsgnt,,0.142,0.638,227893,0.831,0.0,8,0.113,-5.039,1,0.049,124.071,4,0.649
5563,Love Scene,Love Scene,spotify:track:1mchb7FpG2vQ57NGYokDuc,Kiabits,0.614,0.705,162857,0.455,0.788,2,0.153,-12.829,1,0.114,84.002,4,0.284
5564,,,spotify:track:1mdJ39D1lrR3aWIOhgeNaE,,0.275,0.63,203067,0.692,0.0,7,0.167,-4.951,0,0.427,179.877,4,0.82
5565,Wir ticken,Wir ticken,"spotify:track:1mdJ39D1lrR3aWIOhgeNaE,spotify:track:1ag6DENIjtcmRFCx5JjUng",Capital Bra,,,,,,,,,,,,,
5566,Conan x Xenia,Conan x Xenia,spotify:track:1mfmCQWZhV30L4Aj8ytMLz,Haftbefehl,0.235,0.781,200773,0.755,2.6e-05,2,0.295,-6.607,1,0.213,147.972,4,0.52
5567,Roll 'Em,The Essential Benny Goodman,spotify:track:1mfuiPczjGndB6HAbYc8fF,Benny Goodman,0.922,0.426,255400,0.726,0.878,7,0.957,-10.189,0,0.132,197.177,4,0.813
5568,,,spotify:track:1mgvj05QVQdO7dPgHTooXF,,0.00185,0.425,140816,0.972,0.0,0,0.0907,-3.49,1,0.135,92.409,4,0.812
5569,superdeadfriends,weird!,"spotify:track:1mgvj05QVQdO7dPgHTooXF,spotify:track:6ESEzAeEwJcsvKWChXrxDe",YUNGBLUD,,,,,,,,,,,,,
5570,Sogno di Volare (“The Dream of Flight”),Sogno di Volare (Civilization VI Main Theme),spotify:track:1miPwGI7xUKfHj6vIpMfP3,Christopher Tin,0.875,0.346,233053,0.64,0.938,8,0.097,-9.59,1,0.0332,64.949,3,0.173
5571,Der letzte Blunt,Halloziehnation,spotify:track:1mpTvO1R3eumZiOBCHohTI,Marsimoto,0.232,0.614,111080,0.71,0.0,0,0.112,-5.728,1,0.864,124.237,4,0.763
5572,Leck Sibbi,Habeebeee,spotify:track:1mrsNUOIsdCgT5SCGXCOaP,Nimo,0.0875,0.788,213001,0.725,5.58e-06,9,0.0137,-4.91,1,0.177,96.005,4,0.826
5573,"Fourth Movement, Allegro Assai, Exposition & Transition",Mozart Jazz Symphony,spotify:track:1mtepkkm9JsUngXRNi7Y9u,Mark Kramer Trio,0.676,0.513,352787,0.238,0.926,0,0.104,-18.894,0,0.0461,101.672,4,0.717
5574,Meine Insel,Muttersprache,spotify:track:1muZvvrvHeqvIHYzYsv9KS,Sarah Connor,0.669,0.665,170119,0.434,0.0,8,0.113,-6.974,1,0.0466,144.855,4,0.511
5575,,,spotify:track:1mwt9hzaH7idmC5UCoOUkz,,0.00117,0.553,225200,0.674,0.0,11,0.16,-6.057,0,0.045,91.958,4,0.369
5576,All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,All of Me,spotify:track:1mzGywacjpeik00PVLBPpF,John Legend,0.000149,0.606,251613,0.72,0.00165,5,0.0745,-6.253,0,0.0283,127.985,4,0.178
5577,Nght_skai,Hiatus,spotify:track:1n05X0E8hhv7S76AmJVk4S,invention_,0.906,0.444,160941,0.399,0.25,1,0.381,-11.997,1,0.0718,84.54,4,0.353
5578,"Percy Jackson: Die Schlacht um das Labyrinth, Teil 4 - Kapitel 32","Percy Jackson, Teil 4: Die Schlacht um das Labyrinth",spotify:track:1n3EyA2q8m5llWF8l1M8cD,Rick Riordan,0.0592,0.627,229920,0.327,0.0,8,0.209,-18.703,1,0.957,167.67,3,0.327
5579,Somebody New,Somebody New,spotify:track:1n7Gc7LbzQWDSJ7g5IoOdP,Janieck,0.174,0.694,168000,0.595,1.87e-06,0,0.0921,-8.396,1,0.0359,119.962,4,0.472
5580,Break Me Down - Flowidus Remix,Break Me Down,spotify:track:1n7PScxmjDvpqvhC7fWIAC,Shapeshifter,0.000285,0.496,234046,0.935,0.239,1,0.582,-1.937,1,0.0548,174.013,4,0.501
5581,Bad Seeds,Early Prayers,spotify:track:1nAowDnk4GGdV4YsE08wd7,Tomorrows Bad Seeds,0.0658,0.758,166400,0.565,0.0,7,0.218,-7.74,1,0.237,164.029,4,0.446
5582,Les Femmes,Les Femmes,spotify:track:1nAvcbLIPeOenCaOcYJVcA,Esken,0.716,0.861,205366,0.287,0.000407,8,0.101,-11.572,1,0.238,110.038,4,0.657
5583,Kokain,und das bleibt für immer,spotify:track:1nB5vtmmyv6xDb8mBktv8m,Apollo Sissi,0.649,0.738,176570,0.483,1.87e-05,4,0.11,-8.366,1,0.509,78.97,4,0.475
5584,"Strandgut, Kapitel 3",Strandgut,spotify:track:1nCSWY6JIP9pv8BEzxc6vG,Benjamin Cors,0.538,0.717,127373,0.383,0.0,1,0.243,-22.448,1,0.94,115.775,5,0.422
5585,"Dog Music, Pt. 03",Dog Music - Calming Music for Dogs,spotify:track:1nDHK3eqICMF2P7avp0rff,Sleepy Dogs,0.968,0.472,108213,0.0162,0.916,0,0.11,-27.313,1,0.0395,106.72,5,0.0386
5586,Stargaze,Stargaze,spotify:track:1nDIoL59IWdzirFbHBFbK2,Joe Nora,0.429,0.693,160000,0.405,0.646,6,0.142,-12.455,1,0.069,78.158,4,0.388
5587,Nix zu tun,Spielverderber,spotify:track:1nDTSJGj4MCDh8Ou9mRO5f,Mauli,0.55,0.561,195956,0.649,0.0,6,0.0953,-6.034,0,0.0911,129.808,4,0.579
5588,Vice,Vice,spotify:track:1nE1wPKPGaI0ql3DpVcfXk,Maiki Vanics,0.00537,0.706,224705,0.857,0.605,11,0.383,-3.298,1,0.0384,125.023,4,0.386
5589,Abgestochen,"Schlaftabletten, Rotwein III",spotify:track:1nFM4ewzlrV6PpQqwFH7e5,Alligatoah,0.407,0.611,220560,0.896,0.0,1,0.0798,-5.604,1,0.327,95.496,4,0.916
5590,Foreigner,Foreigner,spotify:track:1nIhLChEGB8Y2dP7CHt3PN,Nonso Amadi,0.246,0.718,234385,0.537,0.0266,1,0.113,-7.788,0,0.0772,100.247,4,0.602
5591,Stronger (What Doesn't Kill You),Stronger (Deluxe Version),spotify:track:1nInOsHbtotAmEOQhtvnzP,Kelly Clarkson,0.046,0.562,221947,0.939,0.0,0,0.112,-4.282,1,0.0475,116.044,4,0.684
5592,035 - Diebe in der Lagune - Teil 26,035/Diebe in der Lagune,spotify:track:1nKoMZLlP2qteRRGULqHjS,Die drei !!!,0.673,0.585,101120,0.786,0.0,11,0.38,-8.295,0,0.922,160.297,5,0.567
5593,Happy Endings (feat. iann dior and UPSAHL),Happy Endings (feat. iann dior and UPSAHL),spotify:track:1nPd60em5Qwp0NPykFz5Xj,Mike Shinoda,0.0307,0.652,212513,0.876,0.0,7,0.449,-3.323,1,0.0359,126.007,4,0.695
5594,As Time Goes By,Moonfern,spotify:track:1nSDCQhhyFV9etJfUflRoI,Ivylake,0.834,0.754,172000,0.114,0.921,7,0.102,-23.879,0,0.0535,120.065,4,0.134
5595,Teil 1 Kapitel 1.3,9 Tage wach,spotify:track:1nSyAFpcnWvhNgAy0ndBRm,Eric Stehfest,0.499,0.624,125436,0.281,6.45e-05,9,0.283,-20.014,1,0.955,168.097,3,0.339
5596,,,spotify:track:1nU2ooQKyk4CsYJMBdIK4J,,8.57e-05,0.576,211198,0.869,7.1e-05,7,0.0573,-4.339,1,0.0339,92.538,4,0.746
5597,The Funeral,The Funeral,"spotify:track:1nU2ooQKyk4CsYJMBdIK4J,spotify:track:5OdprEYhan5ovwNU4mJ6P3",YUNGBLUD,,,,,,,,,,,,,
5598,,,spotify:track:1nVHPEb7S4kVlNygXcJ3tU,,0.994,0.219,312757,0.0153,0.923,9,0.0934,-33.563,0,0.0346,57.439,4,0.1
5599,By The Docks,Ocean Noises,spotify:track:1nVn1Mf8bUbANYgozOoCuq,Ocean Bank,0.0551,0.0935,247472,0.98,1.38e-05,2,0.363,-12.853,1,0.318,75.821,1,0.0224
5600,Duel of the Fates (Star Wars) [feat. Jar Jar Beats],Duel of the Fates (Star Wars) [feat. Jar Jar Beats],spotify:track:1nW6HGRpR5c68QzHHlZQmU,Less Gravity,0.406,0.594,120941,0.475,0.914,9,0.0917,-7.434,0,0.189,80.085,4,0.261
5601,Cocoon,Cocoon,spotify:track:1nXQYy0relqnQiw4cfdHlS,Miles Getter,0.0871,0.468,184905,0.457,0.00527,10,0.149,-12.156,0,0.0869,125.006,4,0.395
5602,Remember That Night?,Remember That Night?,spotify:track:1nYzjrdVQ8RpF93M0jPFW7,Sara Kays,0.585,0.679,227186,0.61,9.51e-05,7,0.156,-10.936,0,0.0305,123.978,4,0.554
5603,Part Of Me,Teenage Dream: The Complete Confection,spotify:track:1nZzRJbFvCEct3uzu04ZoL,Katy Perry,0.000417,0.678,216160,0.918,0.0,5,0.0744,-4.63,1,0.0355,130.03,4,0.77
5604,OldTricks,Chillhop Essentials Summer 2017,spotify:track:1nkYVoppwV6hoXszhhoEXf,Ajmw,0.278,0.765,176551,0.427,0.594,11,0.141,-9.824,0,0.0498,87.001,4,0.63
5605,Another Love,Another Love,spotify:track:1nlsIpjNAGKyVGHxQEJLj3,sad app,0.952,0.754,149347,0.511,0.931,4,0.119,-6.942,0,0.0417,90.012,4,0.43
5606,Rock'n Roll,Homework,spotify:track:1nluqUxDKnwWyScYVeQHXa,Daft Punk,0.0171,0.955,453867,0.899,0.64,1,0.0642,-7.599,1,0.273,134.941,4,0.331
5607,Zur Lage der Nation (Live),Ganz Weit Vorne,spotify:track:1nm4DgzGLG9enSmQS6Jhe2,Wise Guys,0.417,0.542,221813,0.853,0.0,9,0.895,-4.099,1,0.303,140.848,4,0.87
5608,"Percy Jackson: Im Bann des Zyklopen, Teil 2 - Kapitel 24","Percy Jackson, Teil 2: Im Bann des Zyklopen",spotify:track:1npZWCRSZgbfuoQXkzU1qy,Rick Riordan,0.0562,0.685,409613,0.309,0.0,0,0.15,-16.825,1,0.952,139.038,1,0.539
5609,Spiel mir das Lied vom Brot,"Außen Top Hits, innen Geschmack",spotify:track:1nrWgg19IrZUY4T6dTs9Kp,Fettes Brot,0.248,0.581,116613,0.483,0.839,7,0.184,-11.558,1,0.135,133.297,4,0.164
5610,Smack a Bitch,Smack a Bitch,spotify:track:1nrsFfACPG4Hnw5AuOpCND,Rico Nasty,0.0055,0.703,138353,0.7,0.0,2,0.115,-2.417,1,0.221,169.861,4,0.34
5611,Revolution,Reggae Anthology: Dennis Brown - Crown Prince of Reggae - Singles,spotify:track:1nsEptcDye2MUjMJQ1N5Rh,Dennis Brown,0.199,0.717,259400,0.719,2.62e-06,9,0.195,-3.166,0,0.0995,84.623,4,0.766
5612,055 - Wildpferd in Gefahr - Teil 07,055/Wildpferd in Gefahr,spotify:track:1ntDHxQJybBypTcY9ro5VP,Die drei !!!,0.406,0.641,118760,0.736,0.0,10,0.693,-10.822,0,0.437,109.423,1,0.434
5613,ESDZDA - Instrumental,Mikrokosmos,spotify:track:1ntfAoN01pcoobkgo9P6V7,257ers,0.011,0.842,198987,0.463,0.806,5,0.171,-7.814,0,0.165,181.94,4,0.476
5614,"Get Up, Stand Up",Legend,spotify:track:1nw8lTaFu9kphHRNy67lXa,The Wailers,0.229,0.797,197573,0.574,0.0,10,0.0602,-7.268,1,0.373,78.183,4,0.814
5615,Pluma,Pluma,spotify:track:1nwGIK39YEwUUbeIfjhSX6,Caravan Palace,0.725,0.761,185993,0.77,0.0776,0,0.184,-3.525,0,0.0365,110.018,4,0.772
5616,012 - Popstar in Not - Teil 07,012/Popstar in Not,spotify:track:1nwK4pBB5eeY67QEMg7tuP,Die drei !!!,0.326,0.698,108560,0.489,0.0,7,0.51,-14.372,1,0.499,110.849,5,0.639
5617,Shinobue,Shinobue,spotify:track:1nxKkQ9HCu7Vx8u8alLpVW,Lofi Fruits Music,0.954,0.515,117304,0.0753,0.902,2,0.0968,-24.71,1,0.0372,129.718,4,0.111
5618,Quantenphysik (Original Mix),The Elders Thoughts,spotify:track:1o0WTFzd76oYtm4yThpeRG,Kräuterbeet,0.102,0.791,638827,0.514,0.011,0,0.312,-14.86,1,0.164,134.001,4,0.178
5619,LAX,"The Joy of Music, The Job of Real Estate",spotify:track:1o0nAjgZwMDK9TI4TTUSNn,Vulfpeck,0.00521,0.8,225666,0.599,0.00547,0,0.0587,-7.357,1,0.0344,128.381,4,0.908
5620,Dance on the Moon,Dance on the Moon,spotify:track:1o3t3L59f6ql5I1Tk9x4LI,Woody,0.756,0.415,240177,0.353,0.0,3,0.103,-7.337,1,0.0735,180.208,4,0.218
5621,120 Jahre - KitschKrieg Remix,120 Jahre,spotify:track:1o5LyfF5ZbFqU9o4m7XXYu,Trettmann,0.00203,0.858,186437,0.649,0.00524,11,0.168,-6.851,0,0.0479,131.958,4,0.206
5622,,,spotify:track:1o6YK7phnXgsljfWSQQfWc,,0.248,0.674,216373,0.444,0.0,7,0.0531,-6.067,1,0.0281,125.897,4,0.356
5623,Day in the Life,Wild West,spotify:track:1o6x7iRcDQPEEg8YPgLeVA,Central Cee,0.228,0.905,188690,0.571,0.0,2,0.113,-7.979,1,0.357,144.892,4,0.757
5624,Oh No!!!,a modern tragedy vol. 3,spotify:track:1o7fEkmVNWFiBOunYE4flT,grandson,0.00592,0.609,215035,0.659,0.000292,2,0.161,-7.218,1,0.0442,80.996,4,0.522
5625,Omg I Missed You,Omg I Missed You,spotify:track:1o8qMAPRHpaosdQIrKiXun,Kraków Loves Adana,0.957,0.402,195450,0.174,0.0832,0,0.212,-16.923,1,0.0334,76.336,4,0.0552
5626,When You're Smiling,Forty Days And Forty Nights,spotify:track:1oAEVthziGmB20tc5fKkWK,The Blue Vipers Of Brooklyn,0.125,0.79,231640,0.502,0.000783,0,0.0852,-10.657,0,0.0489,106.95,4,0.789
5627,Ephemeral,Of Two Minds,spotify:track:1oAQoijiiOnqWoObW2vnDB,Naked Cameo,0.22,0.796,163092,0.608,0.00852,9,0.67,-5.481,0,0.0385,124.016,4,0.666
5628,Indelible,Indelible,spotify:track:1oAZDPOn9Pz3980GjdjxOi,oddfish,0.411,0.629,139605,0.477,0.754,7,0.116,-10.669,0,0.05,79.98,4,0.157
5629,,,spotify:track:1oAg7DB1pnghRLGjLShMpP,,0.552,0.713,215627,0.45,0.0114,0,0.102,-10.682,1,0.0505,132.043,4,0.686
5630,I Only Want To Be With You,Just A Little Lovin',spotify:track:1oAs44xVvu4QaZpX9033S5,Shelby Lynne,0.724,0.89,230267,0.279,0.0153,0,0.108,-14.044,1,0.0345,98.528,4,0.598
5631,Born To Rage - USA Version,Born To Rage,spotify:track:1oEgqFagcGV8LiIkA69FzD,Dada Life,0.000704,0.586,209883,0.867,0.396,0,0.16,-5.118,0,0.0829,127.983,4,0.219
5632,,,spotify:track:1oFeXti9EanzUrHvWfRrfJ,,0.964,0.112,341396,0.123,0.696,4,0.103,-23.025,0,0.0433,92.617,4,0.0298
5633,Dust,Interstellar (Original Motion Picture Soundtrack),"spotify:track:1oFeXti9EanzUrHvWfRrfJ,spotify:track:1uyB4BHbIicheenh3BgeQ3",Hans Zimmer,,,,,,,,,,,,,
5634,I'm Every Woman,Chaka,spotify:track:1oFiPGBafH9Woo9AMwgBSl,Chaka Khan,0.0418,0.603,249600,0.886,0.000171,0,0.295,-7.301,0,0.0465,114.045,4,0.727
5635,Don't Start Me To Talkin',His Best,spotify:track:1oFxUEfggP19VJZ8LReLd5,Sonny Boy Williamson II,0.794,0.696,152973,0.808,0.000413,7,0.473,-5.814,1,0.117,115.016,4,0.661
5636,East of the Sun (and West of the Moon),Falling Grace,spotify:track:1oGTlMPKfAs1o2nsPDd3MQ,South West Cafe Trio,0.959,0.388,306664,0.173,0.772,9,0.122,-17.665,0,0.0307,93.61,4,0.102
5637,4 Minutes (feat. Justin Timberlake & Timbaland),Celebration,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,Madonna,0.00994,0.753,189693,0.931,0.00696,2,0.234,-4.922,1,0.0653,113.026,4,0.767
5638,Something (In the Way You Move),You Know This by Heart,spotify:track:1oHuN21RBvrcq8iHJ6Yluc,Manua Loa,0.0019,0.67,214165,0.697,0.00471,0,0.463,-9.117,1,0.0448,130.001,4,0.555
5639,Tangle,Tangle - EP,spotify:track:1oIDPZXWNLdWMVHcuG2Xpp,The Hics,0.614,0.558,245953,0.472,0.0795,5,0.0954,-9.968,0,0.0405,97.614,3,0.125
5640,,,spotify:track:1oIzxvT61wXOtHjcL4Sybm,,0.0265,0.552,165461,0.651,0.0,8,0.159,-5.114,1,0.182,119.398,5,0.372
5641,Nie begegnet,Nie begegnet,"spotify:track:1oIzxvT61wXOtHjcL4Sybm,spotify:track:4XRccHR60N7YYtlJj8qF5j",Esther Graf,,,,,,,,,,,,,
5642,the mandalorian ~ star wars lofi,the mandalorian ~ star wars lofi,spotify:track:1oKDa2O2bFhrxjTQPKtCqS,Closed on Sunday,0.917,0.576,100151,0.578,0.447,0,0.256,-7.604,0,0.174,166.125,4,0.33
5643,Mindestens in 1000 Jahren,Nachtigall,spotify:track:1oKpxxe1L6YdriO8SnV6I1,Frittenbude,0.0226,0.69,282627,0.852,0.00267,8,0.0688,-6.934,1,0.0376,137.83,4,0.887
5644,O'Dowds / Master Crowleys / Dogs Among the Bushes / Tie the Bonnet,The Heart of The Hobbit,spotify:track:1oKueoGS9Szr7pDebhDu5O,Hobbits,0.732,0.591,316200,0.714,3.41e-06,2,0.127,-7.159,1,0.037,95.991,4,0.9
5645,Dean Town,The Beautiful Game,spotify:track:1oOD1pV43cV9sHg97aBdLs,Vulfpeck,0.499,0.796,213303,0.608,0.887,11,0.0979,-10.936,1,0.041,108.756,4,0.907
5646,Theory of the U,Theory of the U,spotify:track:1oQ8gHxnQ8DPQLLxBGxzDX,Moonspatz,0.0199,0.825,160000,0.476,0.695,6,0.111,-9.973,1,0.0416,138.012,4,0.478
5647,Dill Pickles,Dill Pickles,spotify:track:1oQD23mITtKyx8zPDWH0MI,S I M,0.302,0.496,138031,0.55,0.811,6,0.254,-3.404,1,0.251,174.237,4,0.851
5648,Classic,Magic Roundabout,spotify:track:1oSACtYTXU47tpiYnPAgt5,Tony Bones The Producer,0.00065,0.712,157500,0.572,0.845,6,0.113,-9.343,1,0.0813,92.218,4,0.966
5649,Der Sohn des Königs,Kinder-Hörspiel: Rapunzel,spotify:track:1oSJJjgZpyL6L2QWKQIaTQ,Kinderlieder,0.672,0.62,63687,0.136,0.0,5,0.172,-25.57,0,0.949,80.446,3,0.658
5650,,,spotify:track:1oSevjov1EOdo8TYcrb5nQ,,0.487,0.798,131000,0.0841,0.8,11,0.239,-12.673,1,0.209,160.038,4,0.506
5651,thinking of you,Inaudible,"spotify:track:1oSevjov1EOdo8TYcrb5nQ,spotify:track:2pZi2b9U8r20AF0Cf3hi2D",mommy,,,,,,,,,,,,,
5652,Insane in the Brain,Black Sunday,spotify:track:1oTHteQbmJw15rPxPVXUTv,Cypress Hill,0.0291,0.897,208267,0.611,0.186,11,0.0894,-10.489,1,0.211,102.304,4,0.769
5653,Auf Eis,Auf Eis,spotify:track:1obpXlvNzz3P1n8xoSyU0H,Von Wegen Lisbeth,0.162,0.691,202832,0.813,0.000704,7,0.138,-7.435,1,0.0487,167.984,4,0.893
5654,Upside Down,Upside Down,spotify:track:1ocTRtB9sCgYnneKO0Lvsd,Cemetery Sun,3.82e-05,0.559,200178,0.84,0.000598,1,0.354,-5.449,1,0.0525,149.064,4,0.546
5655,Kreise,Kreise,spotify:track:1ocmRsEMI6nO9d9BdQbXNI,Johannes Oerding,0.159,0.517,221533,0.53,0.0,2,0.0844,-9.484,1,0.0503,138.061,4,0.385
5656,You-City,You-City,spotify:track:1odDaMWaREOqVKODu2Sw0C,Joe Bae,0.876,0.616,152949,0.508,0.697,2,0.0962,-9.813,1,0.433,168.118,4,0.122
5657,Schellen,Halleluja,spotify:track:1odYmy429W19qjzkxG3Jy4,Audio88,0.031,0.546,237653,0.679,0.0,2,0.385,-6.577,1,0.405,139.123,4,0.373
5658,,,spotify:track:1oew3nFNY3vMacJAsvry0S,,0.00489,0.545,193733,0.783,0.0,5,0.132,-4.261,0,0.0345,174.084,4,0.551
5659,Drowsy,"Daily Operation, Vol. 2",spotify:track:1oiAJm0TMnKQg0UVxfW8pD,Dontcry,0.101,0.744,139500,0.246,0.959,10,0.103,-15.004,0,0.119,78.014,4,0.479
5660,Carefree,Chillhop Essentials Spring 2023,spotify:track:1oioPVD0YYBwuKboG2A9Jk,Drips Zacheer,0.163,0.686,129969,0.512,0.334,0,0.248,-9.696,1,0.0339,77.02,4,0.334
5661,"Nisi Dominus, RV 608: IV. Cum dederit","Vivaldi: Nisi Dominus, Stabat Mater",spotify:track:1okQeekaBL7DzFxS0j1s7l,Antonio Vivaldi,0.978,0.132,310253,0.0083,0.00393,7,0.132,-30.221,0,0.0616,80.347,4,0.0391
5662,Nothing to Say (feat. LissA),Nothing to Say,spotify:track:1ol6X7lBEwD1AubTQslU2D,Y.V.E. 48,0.225,0.65,206667,0.509,0.000191,10,0.111,-8.407,0,0.048,108.019,4,0.298
5663,Hollows,Hollows,spotify:track:1olEsenriQs7DdArAXPYDK,Luzifer,0.643,0.687,159111,0.369,0.0,2,0.138,-10.747,1,0.031,112.041,4,0.0385
5664,"Shame, Shame, Shame",Super 20 - Discoparty,spotify:track:1omsOCgn46ZJ2UfK84qheK,Linda Fields,0.304,0.796,237973,0.636,1.24e-06,7,0.15,-6.418,1,0.0382,102.483,4,0.918
5665,Wunderfinder (feat. Curse),Zwischen den Sekunden,spotify:track:1opKFzvy1lvY8G2lurz3DK,Alexa Feser,0.161,0.619,218592,0.687,0.000925,1,0.0821,-6.163,1,0.0988,144.035,4,0.254
5666,Ü-Musik (Moderation) - live,Klaviersdelikte - Live in Bremen,spotify:track:1opmnWygRuy13A4y48y620,Bodo Wartke,0.769,0.565,122040,0.588,1.34e-06,0,0.294,-18.974,1,0.896,92.799,1,0.167
5667,Electric Blue,Twice Burned,spotify:track:1oqe2bHKTzdAkdhXZnMEYL,Alo Lee,0.827,0.391,240507,0.443,0.307,11,0.105,-9.619,1,0.11,116.623,4,0.222
5668,Skypager,The Low End Theory,spotify:track:1ora7jNRx7tv7yjANfGu1u,A Tribe Called Quest,0.249,0.86,132227,0.43,0.0132,10,0.138,-13.531,0,0.252,97.136,4,0.845
5669,,,spotify:track:1ot6jEe4w4hYnsOPjd3xKQ,,0.0962,0.59,230640,0.868,0.000322,5,0.442,-5.832,0,0.048,184.348,4,0.798
5670,I'm So Excited,So Excited! (Expanded Edition),"spotify:track:1ot6jEe4w4hYnsOPjd3xKQ,spotify:track:2u8MGAiS2hBVE7GZzTZLQI",The Pointer Sisters,,,,,,,,,,,,,
5671,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Isolation,spotify:track:1otG6j1WHNvl9WgXLWkHTo,Kali Uchis,0.301,0.702,207455,0.659,0.00201,4,0.218,-6.766,0,0.13,79.64,4,0.843
5672,,,spotify:track:1ovNeaaV3JkGIoGwPGCIZb,,0.196,0.44,141951,0.927,0.0,1,0.147,-6.822,0,0.469,86.856,4,0.793
5673,All We Need (feat. Shy Girls) - Dawn Golden Remix,All We Need Remixes,spotify:track:1owav34h8uEzpOYQFe4HeU,ODESZA,0.0662,0.667,229714,0.707,0.016,9,0.0842,-9.138,1,0.0325,104.973,4,0.168
5674,Driving Insane - Counterstrike Remix,Lights and Wires,spotify:track:1oyQLYn5oVxeGABI2aVQZ7,Black Sun Empire,0.000339,0.494,406397,0.923,0.862,2,0.475,-1.727,1,0.165,175.04,4,0.134
5675,Girl That You Love,"Too Weird to Live, Too Rare to Die!",spotify:track:1ozYwEeDttK6iWc1yQS8c4,Panic! At The Disco,0.00382,0.604,189240,0.78,0.0661,8,0.107,-5.792,1,0.0353,103.99,4,0.287
